Risk,Description
"PASSED","""5.1.6 Ensure No World Writable Files Exist in the System Folder"" : [PASSED]

Software sometimes insists on being installed in the /System/Volumes/Data/System Directory and has inappropriate world-writable permissions.

Macs with writable files in System should be investigated forensically. A file with open writable permissions is a sign of at best a rogue application. It could also be a sign of a computer compromise and a persistent presence on the system.

Rationale:

Folders in /System/Volumes/Data/System should not be world-writable. The audit check excludes the 'Drop Box' folder that is part of Apple's default user template.

Impact:

Changing file permissions could disrupt the use of applications that rely on files in the System Folder with vulnerable permissions.

Solution:
Run the following command to set permissions so that folders are not world-writable in the /System folder:

$ sudo /bin/chmod -R o-w /Path/<baddirectory>

example:

$ sudo /bin/chmod -R o-w /System/Volumes/Data/System/Library/baddir

See Also: https://workbench.cisecurity.org/files/4004

Reference: 800-171|3.1.1,800-171|3.1.4,800-171|3.1.5,800-171|3.8.1,800-171|3.8.2,800-171|3.8.3,800-53|AC-3,800-53|AC-5,800-53|AC-6,800-53|MP-2,CN-L3|7.1.3.2(b),CN-L3|7.1.3.2(g),CN-L3|8.1.4.2(d),CN-L3|8.1.4.2(f),CN-L3|8.1.4.11(b),CN-L3|8.1.10.2(c),CN-L3|8.1.10.6(a),CN-L3|8.5.3.1,CN-L3|8.5.4.1(a),CSCv7|14.6,CSCv8|3.3,CSF|PR.AC-4,CSF|PR.DS-5,CSF|PR.PT-2,CSF|PR.PT-3,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(1),ISO/IEC-27001|A.6.1.2,ISO/IEC-27001|A.9.4.1,ISO/IEC-27001|A.9.4.5,ITSG-33|AC-3,ITSG-33|AC-5,ITSG-33|AC-6,ITSG-33|MP-2,ITSG-33|MP-2a.,LEVEL|1A,NESA|T1.3.2,NESA|T1.3.3,NESA|T1.4.1,NESA|T4.2.1,NESA|T5.1.1,NESA|T5.2.2,NESA|T5.4.1,NESA|T5.4.4,NESA|T5.4.5,NESA|T5.5.4,NESA|T5.6.1,NESA|T7.5.2,NESA|T7.5.3,NIAv2|AM1,NIAv2|AM3,NIAv2|AM23f,NIAv2|SS13c,NIAv2|SS15c,NIAv2|SS29,QCSC-v1|3.2,QCSC-v1|5.2.2,QCSC-v1|6.2,QCSC-v1|13.2,SWIFT-CSCv1|5.1,TBA-FIISB|31.1,TBA-FIISB|31.4.2,TBA-FIISB|31.4.3

Policy Value:
cmd: /usr/bin/find /System/Volumes/Data/System -type d -perm -2 -ls | /usr/bin/grep -v 'Public/Drop Box' | /usr/bin/awk '{print} END {if (NR == 0) print ""none""}'
expect: none

Actual Value:
The command '/usr/bin/find /System/Volumes/Data/System -type d -perm -2 -ls | /usr/bin/grep -v 'Public/Drop Box' | /usr/bin/awk '{print} END {if (NR == 0) print ""none""}'' returned : 

none"
"PASSED","""5.2.1 Ensure Password Account Lockout Threshold Is Configured"" : [PASSED]

The account lockout threshold specifies the amount of times a user can enter an incorrect password before a lockout will occur.

Ensure that a lockout threshold is part of the password policy on the computer.

Rationale:

The account lockout feature mitigates brute-force password attacks on the system.

Impact:

The number of incorrect log on attempts should be reasonably small to minimize the possibility of a successful password attack, while allowing for honest errors made during a normal user log on.

The locked account will auto-unlock after a few minutes when bad password attempts stop. The computer will accept the still-valid password if remembered or recovered.

Solution:
Perform the following to enable Password Account Thresholds to less than or equal to 5:
Terminal Method:
Run the following command to set the maximum number of failed login attempts to less than or equal to 5:

$ sudo /usr/bin/pwpolicy -n /Local/Default -setglobalpolicy 'maxFailedLoginAttempts=<value<=5>'

example:

$ sudo /usr/bin/pwpolicy -n /Local/Default -setglobalpolicy 'maxFailedLoginAttempts=5'

Profile Method:

Create or edit a configuration profile with the PayloadType of com.apple.mobiledevice.passwordpolicy

Add the key maxFailedAttempts

Set the key to <integer><value<=5></integer>

Note: When setting the lockout threshold with a mobile configuration profile there is no default reset to the lockout. To set the reset value use the key autoEnableInSeconds and set it to <integer><value in seconds></integer>.

See Also: https://workbench.cisecurity.org/files/4004

Reference: 800-171|3.1.1,800-53|AC-1,800-53|AC-2,800-53|AC-2(1),CN-L3|7.1.3.2(d),CN-L3|8.1.4.2(e),CN-L3|8.1.10.6(c),CSCv7|16.7,CSCv8|6.2,CSF|DE.CM-1,CSF|DE.CM-3,CSF|ID.GV-1,CSF|ID.GV-3,CSF|PR.AC-1,CSF|PR.AC-4,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(1),ISO/IEC-27001|A.9.1.1,ISO/IEC-27001|A.9.2.1,ITSG-33|AC-1,ITSG-33|AC-2,ITSG-33|AC-2(1),LEVEL|1A,NESA|M1.2.2,NIAv2|AM28,NIAv2|AM29,NIAv2|AM30,NIAv2|NS5j,NIAv2|SS14e,QCSC-v1|3.2,QCSC-v1|5.2.2,QCSC-v1|8.2.1,QCSC-v1|13.2,QCSC-v1|15.2

Policy Value:
cmd: /usr/bin/pwpolicy -getaccountpolicies | /usr/bin/grep -A 1 '<key>policyAttributeMaximumFailedAuthentications</key>' | /usr/bin/tail -1 | /usr/bin/cut -d'>' -f2 | /usr/bin/cut -d '<' -f1
expect: ^[1-5]$

Actual Value:
The command '/usr/bin/pwpolicy -getaccountpolicies | /usr/bin/grep -A 1 '<key>policyAttributeMaximumFailedAuthentications</key>' | /usr/bin/tail -1 | /usr/bin/cut -d'>' -f2 | /usr/bin/cut -d '<' -f1' returned : 

3"
"PASSED","""5.2.2 Ensure Password Minimum Length Is Configured"" : [PASSED]

A minimum password length is the fewest number of characters a password can contain to meet a system's requirements.

Ensure that a minimum of a 15-character password is part of the password policy on the computer.

Where the confidentiality of encrypted information in FileVault is more of a concern, requiring a longer password or passphrase may be sufficient rather than imposing additional complexity requirements that may be self-defeating.

Rationale:

Information systems that are not protected with strong password schemes including passwords of minimum length provide a greater opportunity for attackers to crack the password and gain access to the system.

Impact:

Short passwords can be easily attacked.

Solution:
Perform the following to enable passwords of a minimum length of 15:
Terminal Method:
Run the following command to set the password length to greater than or equal to 15:

$ sudo /usr/bin/pwpolicy -n /Local/Default -setglobalpolicy 'minChars=<value>=15>'

example:

$ sudo /usr/bin/pwpolicy -n /Local/Default -setglobalpolicy 'minChars=15'

Profile Method:

Create or edit a configuration profile with the PayloadType of com.apple.mobiledevice.passwordpolicy

Add the key minLength

Set the key to <integer><value>=15></integer>

See Also: https://workbench.cisecurity.org/files/4004

Reference: 800-171|3.5.2,800-53|IA-5(1),CSCv7|4.4,CSCv8|5.2,CSF|PR.AC-1,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(2)(i),HIPAA|164.312(d),ITSG-33|IA-5(1),LEVEL|1A,NESA|T5.2.3,QCSC-v1|5.2.2,QCSC-v1|13.2,SWIFT-CSCv1|4.1

Policy Value:
cmd: /usr/bin/pwpolicy -getaccountpolicies | /usr/bin/grep -e 'Must be a minimum of' -e 'Contain at least'
expect: (Must[\s]+be[\s]+a[\s]+minimum[\s]+of[\s]+(1[5-9]|2[0-9])[\s]+characters|Contain[\s]+at[\s]+least[\s]+(1[5-9]|2[0-9])[\s]+characters)

Actual Value:
The command '/usr/bin/pwpolicy -getaccountpolicies | /usr/bin/grep -e 'Must be a minimum of' -e 'Contain at least'' returned : 

<string>Contain at least one non-alphanumeric character, such as ‘.'!@#$^&amp;*_-+=`|(){}[]:;/&lt;&gt;,.?/’.</string>
				<string>Contain at least 15 characters.</string>
				<string>Contain at least one number and one alphabetic character.</string>"
"PASSED","""5.2.7 Ensure Password Age Is Configured"" : [PASSED]

Over time, passwords can be captured by third parties through mistakes, phishing attacks, third-party breaches, or merely brute-force attacks. To reduce the risk of exposure and to decrease the incentives of password reuse (passwords that are not forced to be changed periodically generally are not ever changed), users should reset passwords periodically. This control uses 365 days as the acceptable value. Some organizations may be more or less restrictive. This control mainly exists to mitigate against password reuse of the macOS account password in other realms that may be more prone to compromise. Attackers take advantage of exposed information to attack other accounts.

Rationale:

Passwords should be changed periodically to reduce exposure.

Impact:

Required password changes will lead to some locked computers requiring admin assistance.

Solution:
Perform the following to enable passwords expiring at no greater than 365 days:
Terminal Method:
Run the following command to require that passwords expire after at most 365 days:

$ sudo /usr/bin/pwpolicy -n /Local/Default -setglobalpolicy 'maxMinutesUntilChangePassword=<value<=525600>'

example:

$ sudo /usr/bin/pwpolicy -n /Local/Default -setglobalpolicy 'maxMinutesUntilChangePassword=43200'

Profile Method:

Create or edit a configuration profile with the PayloadType of com.apple.mobiledevice.passwordpolicy

Add the key maxPINAgeInDays

Set the key to <integer><value<=365></integer>

See Also: https://workbench.cisecurity.org/files/4004

Reference: 800-171|3.1.1,800-53|AC-2(3),CN-L3|7.1.3.2(e),CN-L3|8.1.4.2(c),CSCv7|16.9,CSCv8|5.3,CSF|PR.AC-1,CSF|PR.AC-4,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(1),ISO/IEC-27001|A.9.2.1,ISO/IEC-27001|A.9.2.6,ITSG-33|AC-2(3),LEVEL|1A,NIAv2|AM26,QCSC-v1|5.2.2,QCSC-v1|8.2.1,QCSC-v1|13.2,QCSC-v1|15.2,TBA-FIISB|36.2.2

Policy Value:
cmd: /usr/bin/pwpolicy -getaccountpolicies | /usr/bin/egrep policyAttributeExpiresEveryNDays -A1
expect: integer.*([1-9]|[1-9][0-9]|1[0-9][0-9]|2[0-9][0-9]|3[1-5][0-9]|36[0-5])[^0-9]

Actual Value:
The command '/usr/bin/pwpolicy -getaccountpolicies | /usr/bin/egrep policyAttributeExpiresEveryNDays -A1' returned : 

<string>policyAttributeCurrentTime &gt; policyAttributeLastPasswordChangeTime + (policyAttributeExpiresEveryNDays * 24 * 60 * 60)</string>
			<key>policyIdentifier</key>
--
				<key>policyAttributeExpiresEveryNDays</key>
				<integer>60</integer>"
"PASSED","""5.2.8 Ensure Password History Is Configured"" : [PASSED]

Over time, passwords can be captured by third parties through mistakes, phishing attacks, third-party breaches, or merely brute-force attacks. To reduce the risk of exposure and to decrease the incentives of password reuse (passwords that are not forced to be changed periodically generally are not ever changed), users must reset passwords periodically. This control ensures that previous passwords are not reused immediately by keeping a history of previous password hashes. Ensure that password history checks are part of the password policy on the computer. This control checks whether a new password is different than the previous 15. The latest NIST guidance based on exploit research referenced in this section details how one of the greatest risks is password exposure rather than password cracking. Passwords should be changed to a new unique value whenever a password might have been exposed to anyone other than the account holder. Attackers have maintained persistent control based on predictable password change patterns and substantially different patterns should be used in case of a leak.

Rationale:

Old passwords should not be reused.

Impact:

Required password changes will lead to some locked computers requiring admin assistance.

Solution:
Perform the following to enable new passwords to be different than at least the last 15 passwords:
Terminal Method:
Run the following command to require that the password must to be different from at least the last 15 passwords:

$ sudo /usr/bin/pwpolicy -n /Local/Default -setglobalpolicy 'usingHistory=<value>=15>'

example:

$ sudo /usr/bin/pwpolicy -n /Local/Default -setglobalpolicy 'usingHistory=15'

Profile Method:

Create or edit a configuration profile with the PayloadType of com.apple.mobiledevice.passwordpolicy

Add the key pinHistory

Set the key to <integer><value>=15></integer>

See Also: https://workbench.cisecurity.org/files/4004

Reference: 800-171|3.5.2,800-53|IA-5(1),CSCv7|4.4,CSCv8|5.2,CSF|PR.AC-1,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(2)(i),HIPAA|164.312(d),ITSG-33|IA-5(1),LEVEL|1A,NESA|T5.2.3,QCSC-v1|5.2.2,QCSC-v1|13.2,SWIFT-CSCv1|4.1

Policy Value:
cmd: /usr/bin/pwpolicy -getaccountpolicies | /usr/bin/egrep -A 1 '<key>policyAttributePasswordHistoryDepth</key>'
expect: <integer>(1[5-9]|[2-9][0-9])</integer>

Actual Value:
The command '/usr/bin/pwpolicy -getaccountpolicies | /usr/bin/egrep -A 1 '<key>policyAttributePasswordHistoryDepth</key>'' returned : 

<key>policyAttributePasswordHistoryDepth</key>
				<integer>15</integer>
--
				<key>policyAttributePasswordHistoryDepth</key>
				<integer>5</integer>"
"PASSED","""5.4 Ensure a Separate Timestamp Is Enabled for Each User/tty Combo - tty_tickets"" : [PASSED]

Using tty tickets ensures that a user must enter the sudo password in each Terminal session.

With sudo versions 1.8 and higher, introduced in 10.12, the default value is to have tty tickets for each interface so that root access is limited to a specific terminal. The default configuration can be overwritten or not configured correctly on earlier versions of macOS.

Rationale:

In combination with removing the sudo timeout grace period, a further mitigation should be in place to reduce the possibility of a background process using elevated rights when a user elevates to root in an explicit context or tty.

Additional mitigation should be in place to reduce the risk of privilege escalation of background processes.

Impact:

This control should have no user impact. Developers or installers may have issues if background processes are spawned with different interfaces than where sudo was executed.

Solution:
Edit the /etc/sudoers file with visudo and remove !tty_tickets from any Defaults line. If there is a Default line of timestamp_type= with a value other than tty, change the value to tty
If there is a file in the /etc/sudoers.d/ folder that contains Defaults !tty_tickets, edit the file and remove !tty_tickets from any Defaults line. If there is a file /etc/sudoers.d/ folder that contains a Default line of timestamp_type= with a value other than tty, change the value to tty

Default Value:

If no value is set, the default value of tty_tickets enabled will be used.

Additional Information:

https://github.com/jorangreef/sudo-prompt/issues/33

See Also: https://workbench.cisecurity.org/files/4004

Reference: 800-171|3.1.1,800-171|3.1.10,800-171|3.1.11,800-53|AC-2(5),800-53|AC-11,800-53|AC-11(1),800-53|AC-12,CN-L3|7.1.2.2(d),CN-L3|7.1.3.2(d),CN-L3|7.1.3.7(b),CN-L3|8.1.4.1(b),CSCv7|16.11,CSCv8|4.3,CSF|PR.AC-1,CSF|PR.AC-4,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(1),HIPAA|164.312(a)(2)(iii),ISO/IEC-27001|A.9.2.1,ISO/IEC-27001|A.11.2.8,ITSG-33|AC-2(5),ITSG-33|AC-11,ITSG-33|AC-11(1),ITSG-33|AC-12,LEVEL|1A,NIAv2|AM23c,NIAv2|AM23d,NIAv2|AM28,NIAv2|NS5j,NIAv2|NS49,NIAv2|SS14e,QCSC-v1|5.2.2,QCSC-v1|8.2.1,QCSC-v1|13.2,QCSC-v1|15.2,TBA-FIISB|36.2.1,TBA-FIISB|37.1.4

Policy Value:
cmd: /usr/bin/grep -E -s '!tty_tickets' /etc/sudoers /etc/sudoers.d/* | /usr/bin/awk '{print} END {if (NR == 0) print ""none""}'
expect: none

Actual Value:
The command '/usr/bin/grep -E -s '!tty_tickets' /etc/sudoers /etc/sudoers.d/* | /usr/bin/awk '{print} END {if (NR == 0) print ""none""}'' returned : 

none"
"PASSED","""5.4 Ensure a Separate Timestamp Is Enabled for Each User/tty Combo - timestamp_type"" : [PASSED]

Using tty tickets ensures that a user must enter the sudo password in each Terminal session.

With sudo versions 1.8 and higher, introduced in 10.12, the default value is to have tty tickets for each interface so that root access is limited to a specific terminal. The default configuration can be overwritten or not configured correctly on earlier versions of macOS.

Rationale:

In combination with removing the sudo timeout grace period, a further mitigation should be in place to reduce the possibility of a background process using elevated rights when a user elevates to root in an explicit context or tty.

Additional mitigation should be in place to reduce the risk of privilege escalation of background processes.

Impact:

This control should have no user impact. Developers or installers may have issues if background processes are spawned with different interfaces than where sudo was executed.

Solution:
Edit the /etc/sudoers file with visudo and remove !tty_tickets from any Defaults line. If there is a Default line of timestamp_type= with a value other than tty, change the value to tty
If there is a file in the /etc/sudoers.d/ folder that contains Defaults !tty_tickets, edit the file and remove !tty_tickets from any Defaults line. If there is a file /etc/sudoers.d/ folder that contains a Default line of timestamp_type= with a value other than tty, change the value to tty

Default Value:

If no value is set, the default value of tty_tickets enabled will be used.

Additional Information:

https://github.com/jorangreef/sudo-prompt/issues/33

See Also: https://workbench.cisecurity.org/files/4004

Reference: 800-171|3.1.1,800-171|3.1.10,800-171|3.1.11,800-53|AC-2(5),800-53|AC-11,800-53|AC-11(1),800-53|AC-12,CN-L3|7.1.2.2(d),CN-L3|7.1.3.2(d),CN-L3|7.1.3.7(b),CN-L3|8.1.4.1(b),CSCv7|16.11,CSCv8|4.3,CSF|PR.AC-1,CSF|PR.AC-4,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(1),HIPAA|164.312(a)(2)(iii),ISO/IEC-27001|A.9.2.1,ISO/IEC-27001|A.11.2.8,ITSG-33|AC-2(5),ITSG-33|AC-11,ITSG-33|AC-11(1),ITSG-33|AC-12,LEVEL|1A,NIAv2|AM23c,NIAv2|AM23d,NIAv2|AM28,NIAv2|NS5j,NIAv2|NS49,NIAv2|SS14e,QCSC-v1|5.2.2,QCSC-v1|8.2.1,QCSC-v1|13.2,QCSC-v1|15.2,TBA-FIISB|36.2.1,TBA-FIISB|37.1.4

Policy Value:
cmd: /usr/bin/grep -E -s 'timestamp_type' /etc/sudoers /etc/sudoers.d/* | /usr/bin/grep -e 'timestamp_type=ppid' -e 'timestamp_type=global' | /usr/bin/awk '{print} END {if (NR == 0) print ""none""}'
expect: none

Actual Value:
The command '/usr/bin/grep -E -s 'timestamp_type' /etc/sudoers /etc/sudoers.d/* | /usr/bin/grep -e 'timestamp_type=ppid' -e 'timestamp_type=global' | /usr/bin/awk '{print} END {if (NR == 0) print ""none""}'' returned : 

none"
"PASSED","""5.6 Ensure Automatic Login Is Disabled"" : [PASSED]

The automatic login feature saves a user's system access credentials and bypasses the login screen. Instead, the system automatically loads to the user's desktop screen.

Rationale:

Disabling automatic login decreases the likelihood of an unauthorized person gaining access to a system.

Impact:

If automatic login is not disabled, an unauthorized user could gain access to the system without supplying any credentials.

Solution:
Perform the following to set automatic login to off:
Graphical Method:

Open System Preferences

Select Users & Groups

Click the lock to authenticate

Select Login Options

Select Automatic login and set it to Off

Terminal Method:
Run the following command to disable automatic login:

$ sudo /usr/bin/defaults delete /Library/Preferences/com.apple.loginwindow autoLoginUser

Profile Method:

Create or edit a configuration profile with the PayloadType of com.apple.loginwindow

Add the key com.apple.login.mcx.DisableAutoLoginClient

Set the key to <true/>

See Also: https://workbench.cisecurity.org/files/4004

Reference: 800-171|3.5.2,800-53|IA-5,CSCv7|4.2,CSCv8|4.7,CSF|PR.AC-1,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(2)(i),HIPAA|164.312(d),ITSG-33|IA-5,LEVEL|1A,NESA|T5.2.3,QCSC-v1|5.2.2,QCSC-v1|13.2

Policy Value:
cmd: /usr/bin/defaults read /Library/Preferences/com.apple.loginwindow autoLoginUser | /usr/bin/awk '{print} END {if (NR == 0) print ""none""}'
expect: none

Actual Value:
The command '/usr/bin/defaults read /Library/Preferences/com.apple.loginwindow autoLoginUser | /usr/bin/awk '{print} END {if (NR == 0) print ""none""}'' returned : 

2022-10-26 08:03:42.586 defaults[23339:53918] 
The domain/default pair of (/Library/Preferences/com.apple.loginwindow, autoLoginUser) does not exist
none"
"PASSED","""5.7 Ensure an Administrator Account Cannot Login to Another User's Active and Locked Session"" : [PASSED]

macOS has a privilege that can be granted to any user that will allow that user to unlock active user's sessions.

Rationale:

Disabling the administrator's and/or user's ability to log into another user's active and locked session prevents unauthorized persons from viewing potentially sensitive and/or personal information.

Impact:

While Fast user switching is a workaround for some lab environments, especially where there is even less of an expectation of privacy, this setting change may impact some maintenance workflows.

Solution:
Run the following command to disable a user logging into another user's active and/or locked session:

$ sudo security authorizationdb write system.login.screensaver use-login-window-ui

YES (0)

See Also: https://workbench.cisecurity.org/files/4004

Reference: 800-171|3.1.1,800-171|3.1.10,800-171|3.1.11,800-53|AC-2(5),800-53|AC-11,800-53|AC-11(1),800-53|AC-12,CN-L3|7.1.2.2(d),CN-L3|7.1.3.2(d),CN-L3|7.1.3.7(b),CN-L3|8.1.4.1(b),CSCv7|16.11,CSCv8|4.3,CSF|PR.AC-1,CSF|PR.AC-4,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(1),HIPAA|164.312(a)(2)(iii),ISO/IEC-27001|A.9.2.1,ISO/IEC-27001|A.11.2.8,ITSG-33|AC-2(5),ITSG-33|AC-11,ITSG-33|AC-11(1),ITSG-33|AC-12,LEVEL|1A,NIAv2|AM23c,NIAv2|AM23d,NIAv2|AM28,NIAv2|NS5j,NIAv2|NS49,NIAv2|SS14e,QCSC-v1|5.2.2,QCSC-v1|8.2.1,QCSC-v1|13.2,QCSC-v1|15.2,TBA-FIISB|36.2.1,TBA-FIISB|37.1.4

Policy Value:
cmd: /usr/bin/security authorizationdb read system.login.screensaver 2>&1 | /usr/bin/grep -c use-login-window-ui
expect: 1

Actual Value:
The command '/usr/bin/security authorizationdb read system.login.screensaver 2>&1 | /usr/bin/grep -c use-login-window-ui' returned : 

1"
"PASSED","""5.9 Ensure Users' Accounts Do Not Have a Password Hint"" : [PASSED]

Password hints help the user recall their passwords for various systems and/or accounts. In most cases, password hints are simple and closely related to the user's password.

Rationale:

Password hints that are closely related to the user's password are a security vulnerability, especially in the social media age. Unauthorized users are more likely to guess a user's password if there is a password hint. The password hint is very susceptible to social engineering attacks and information exposure on social media networks.

Solution:
Perform the following to remove a user's password hint:
Graphical Method:

Open System Preferences

Select Users & Groups

Select the Current User

Select Change Password

Change the password and ensure that no text is entered in the Password hint box

Terminal Method:
Run the following command to remove a user's password hint:

$ sudo /usr/bin/dscl . -delete /Users/<username> hint

example:

$ sudo /usr/bin/dscl . -delete /Users/firstuser hint

$ sudo /usr/bin/dscl . -delete /Users/seconduser hint

Additional Information:

Organizations might consider entering an organizational help desk phone number or other text (such as a warning to the user). A help desk number is only appropriate for organizations with trained help desk personnel that are validating user identities for password resets.

See Also: https://workbench.cisecurity.org/files/4004

Reference: 800-171|3.5.2,800-53|IA-5(1),CSCv7|4.4,CSCv8|5.2,CSF|PR.AC-1,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(2)(i),HIPAA|164.312(d),ITSG-33|IA-5(1),LEVEL|1A,NESA|T5.2.3,QCSC-v1|5.2.2,QCSC-v1|13.2,SWIFT-CSCv1|4.1

Policy Value:
cmd: /usr/bin/dscl . -list /Users hint | /usr/bin/awk '{ if ($2) print $0"" - fail"" }' | /usr/bin/awk '{print} END {if (NR == 0) print ""pass"";}'
expect: ^pass$

Actual Value:
The command '/usr/bin/dscl . -list /Users hint | /usr/bin/awk '{ if ($2) print $0"" - fail"" }' | /usr/bin/awk '{print} END {if (NR == 0) print ""pass"";}'' returned : 

pass"
"PASSED","""6.1.2 Ensure Show Password Hints Is Disabled"" : [PASSED]

Password hints are user-created text displayed when an incorrect password is used for an account.

Rationale:

Password hints make it easier for unauthorized persons to gain access to systems by displaying information provided by the user to assist in remembering the password. This info could include the password itself or other information that might be readily discerned with basic knowledge of the end user.

Impact:

The user can set the hint to any value, including the password itself or clues that allow trivial social engineering attacks.

Solution:
Perform the to disable password hints from being shown:
Graphical Method:

Open System Preferences

Select Users & Groups

Select Login Options

Uncheck Show password hints

Terminal Method:
Run the following command to disable password hints:

$ sudo /usr/bin/defaults write /Library/Preferences/com.apple.loginwindow RetriesUntilHint -int 0

Profile Method:

Create or edit a configuration profile with the PayloadType of com.apple.loginwindow

Add the key RetriesUntilHint

Set the key to <integer>0</integer>

See Also: https://workbench.cisecurity.org/files/4004

Reference: 800-171|3.4.1,800-171|3.4.2,800-171|3.4.6,800-171|3.4.7,800-171|3.13.1,800-171|3.13.2,800-53|CM-1,800-53|CM-2,800-53|CM-6,800-53|CM-7,800-53|CM-7(1),800-53|CM-9,800-53|SA-3,800-53|SA-8,800-53|SA-10,CSCv7|5.1,CSCv8|4.1,CSF|DE.AE-1,CSF|ID.GV-1,CSF|ID.GV-3,CSF|PR.DS-7,CSF|PR.IP-1,CSF|PR.IP-2,CSF|PR.IP-3,CSF|PR.PT-3,GDPR|32.1.b,GDPR|32.4,HIPAA|164.306(a)(1),ITSG-33|CM-1,ITSG-33|CM-2,ITSG-33|CM-6,ITSG-33|CM-7,ITSG-33|CM-7(1),ITSG-33|CM-9,ITSG-33|SA-3,ITSG-33|SA-8,ITSG-33|SA-8a.,ITSG-33|SA-10,LEVEL|1A,NESA|M1.2.2,NESA|T1.2.1,NESA|T1.2.2,NESA|T3.2.5,NESA|T3.4.1,NESA|T4.5.3,NESA|T4.5.4,NESA|T7.2.1,NESA|T7.5.1,NESA|T7.5.3,NESA|T7.6.1,NESA|T7.6.2,NESA|T7.6.3,NESA|T7.6.5,NIAv2|GS8b,NIAv2|SS3,NIAv2|SS15a,NIAv2|SS16,NIAv2|VL2,NIAv2|VL7a,NIAv2|VL7b,QCSC-v1|3.2,QCSC-v1|4.2,QCSC-v1|5.2.1,QCSC-v1|5.2.2,QCSC-v1|7.2,SWIFT-CSCv1|2.3

Policy Value:
plist_name: /Library/Preferences/com.apple.loginwindow
plist_item: RetriesUntilHint
regex: 0
plist_option: CAN_BE_NULL

Actual Value:
Error -- could not get the plist item"
