Risk,Description
"PASSED","""2.11 Ensure EFI Version Is Valid and Checked Regularly - daemon"" : [PASSED]

In order to mitigate firmware attacks Apple has created an automated Firmware check to ensure that the EFI version running is a known good version from Apple. There is also an automated process to check it every seven days.

Rationale:

If the Firmware of a computer has been compromised the Operating System that the Firmware loads cannot be trusted either.

Solution:
If EFI does not pass the integrity check you may send a report to Apple. Backing up files and clean installing a known good Operating System and Firmware is recommended.

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-53|SA-22,CSCv7|2.2,CSCv8|2.2,GDPR|32.1.b,HIPAA|164.306(a)(1),LEVEL|1A

Policy Value:
cmd: /bin/launchctl list | /usr/bin/grep com.apple.driver.eficheck
expect: com.apple.driver.eficheck

Actual Value:
The command '/bin/launchctl list | /usr/bin/grep com.apple.driver.eficheck' returned : 

-	0	com.apple.driver.eficheck"
"PASSED","""3.1 Ensure Security Auditing Is Enabled"" : [PASSED]

macOS's audit facility, auditd, receives notifications from the kernel when certain system calls, such as open, fork, and exit, are made. These notifications are captured and written to an audit log.

Rationale:

Logs generated by auditd may be useful when investigating a security incident as they may help reveal the vulnerable application and the actions taken by a malicious actor.

Solution:
Perform the following to enable security auditing:
Run the following command to load auditd:

$ sudo launchctl load -w /System/Library/LaunchDaemons/com.apple.auditd.plist

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.3.1,800-171|3.3.2,800-171|3.14.3,800-53|AU-2,800-53|AU-3,800-53|AU-3(1),800-53|AU-12,800-53|SI-5,CN-L3|7.1.2.3(a),CN-L3|7.1.2.3(b),CN-L3|7.1.3.3(a),CN-L3|7.1.3.3(b),CN-L3|8.1.4.3(a),CN-L3|8.1.4.3(b),CSCv7|4.9,CSCv7|6.2,CSCv8|8.2,CSCv8|8.5,CSF|DE.CM-1,CSF|DE.CM-3,CSF|DE.CM-7,CSF|ID.RA-1,CSF|ID.RA-2,CSF|ID.RA-3,CSF|PR.PT-1,CSF|RS.CO-5,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(b),ITSG-33|AU-2,ITSG-33|AU-3,ITSG-33|AU-3(1),ITSG-33|AU-12,ITSG-33|SI-5,LEVEL|1A,NESA|M1.2.2,NESA|M5.5.1,NESA|T3.6.2,NESA|T7.7.1,NIAv2|AM7,NIAv2|AM11a,NIAv2|AM11b,NIAv2|AM11c,NIAv2|AM11d,NIAv2|AM11e,NIAv2|AM34a,NIAv2|AM34b,NIAv2|AM34c,NIAv2|AM34d,NIAv2|AM34e,NIAv2|AM34f,NIAv2|AM34g,NIAv2|SS30,NIAv2|VL8,QCSC-v1|3.2,QCSC-v1|6.2,QCSC-v1|8.2.1,QCSC-v1|10.2.1,QCSC-v1|11.2,QCSC-v1|13.2,SWIFT-CSCv1|6.4

Policy Value:
cmd: /bin/launchctl list | /usr/bin/grep -i auditd
expect: com.apple.auditd

Actual Value:
The command '/bin/launchctl list | /usr/bin/grep -i auditd' returned : 

111	0	com.apple.auditd"
"PASSED","""3.5 Ensure Access to Audit Records Is Controlled - /etc/security/audit_control"" : [PASSED]

The audit system on macOS writes important operational and security information that can be both useful for an attacker and a place for an attacker to attempt to obfuscate unwanted changes that were recorded. As part of defense-in-depth the /etc/security/audit_control configuration and the files in /var/audit should be owned only by root with group wheel with read-only rights and no other access allowed. macOS ACLs should not be used for these files.

Rationale:

Audit records should never be changed except by the system daemon posting events. Records may be viewed or extracts manipulated, but the authoritative files should be protected from unauthorized changes.

Impact:

This control is only checking the default configuration to ensure that unwanted access to audit records is not available.

Solution:
Run the following to commands to set the audit records to the root user and wheel group:

$ sudo chown -R root:wheel /etc/security/audit_control

$ sudo chmod -R -o-rw /etc/security/audit_control

$ sudo chown -R root:wheel /var/audit/

$ sudo chmod -R -o-rw /var/audit/

Note: It is recommended to do a thorough verification process on why the audit logs have been changed before following the remediation steps. If the system has different access controls on the audit logs, and the changes cannot be traced, a new install may be prudent. Check for signs of file tampering as well as unapproved OS changes.




Additional Information:

From ls man page

-e      Print the Access Control List (ACL) associated with the file, if

             present, in long (-l) output.

More info:

https://www.techrepublic.com/blog/apple-in-the-enterprise/introduction-to-os-x-access-control-lists-acls/

http://ahaack.net/technology/OS-X-Access-Control-Lists-ACL.html

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.1.1,800-171|3.8.1,800-171|3.8.2,800-171|3.8.3,800-53|AC-3,800-53|MP-2,CN-L3|8.1.4.2(f),CN-L3|8.1.4.11(b),CN-L3|8.1.10.2(c),CN-L3|8.5.3.1,CN-L3|8.5.4.1(a),CSCv7|14.6,CSCv8|3.3,CSF|PR.AC-4,CSF|PR.PT-2,CSF|PR.PT-3,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(1),ISO/IEC-27001|A.9.4.1,ISO/IEC-27001|A.9.4.5,ITSG-33|AC-3,ITSG-33|MP-2,ITSG-33|MP-2a.,LEVEL|1A,NESA|T1.3.2,NESA|T1.3.3,NESA|T1.4.1,NESA|T4.2.1,NESA|T5.4.4,NESA|T5.4.5,NESA|T5.5.4,NESA|T5.6.1,NESA|T7.5.2,NESA|T7.5.3,NIAv2|AM3,NIAv2|SS29,QCSC-v1|3.2,QCSC-v1|5.2.2,QCSC-v1|13.2,TBA-FIISB|31.1

Policy Value:
file: /etc/security/audit_control
group: wheel
group: root
mask: 337
owner: root

Actual Value:
The file /etc/security/audit_control with fmode owner: root group: wheel mode: 0400 uid: 0 gid: 0 uneven permissions : FALSE is compliant with the policy value 

/etc/security/audit_control"
"PASSED","""3.6 Ensure Firewall Logging Is Enabled and Configured"" : [PASSED]

The socketfilter firewall is what is used when the firewall is turned on in the Security Preference Pane. In order to appropriately monitor what access is allowed and denied logging must be enabled. The logging level must be set to 'detailed' to be useful in monitoring connection attempts that the firewall detects. Throttled login is not sufficient for examine firewall connection attempts.

Rationale:

In order to troubleshoot the successes and failures of a firewall, logging should be enabled.

Impact:

Detailed logging may result in excessive storage.

Solution:
Run the following command to enable logging of the firewall:

$ sudo /usr/libexec/ApplicationFirewall/socketfilterfw --setloggingmode on

Turning on log mode

$ sudo /usr/libexec/ApplicationFirewall/socketfilterfw --setloggingopt detail

Setting detail log option




Additional Information:

More info http://krypted.com/tag/socketfilterfw/

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.3.1,800-171|3.3.2,800-171|3.13.1,800-171|3.13.5,800-171|3.14.3,800-53|AU-2,800-53|AU-3,800-53|AU-3(1),800-53|AU-12,800-53|SC-7,800-53|SI-5,CN-L3|7.1.2.3(a),CN-L3|7.1.2.3(b),CN-L3|7.1.3.3(a),CN-L3|7.1.3.3(b),CN-L3|8.1.4.3(a),CN-L3|8.1.4.3(b),CN-L3|8.1.10.6(j),CSCv7|6.2,CSCv7|6.3,CSCv7|9.2,CSCv8|4.5,CSCv8|8.2,CSCv8|8.5,CSF|DE.CM-1,CSF|DE.CM-3,CSF|DE.CM-7,CSF|ID.RA-1,CSF|ID.RA-2,CSF|ID.RA-3,CSF|PR.AC-5,CSF|PR.DS-5,CSF|PR.PT-1,CSF|PR.PT-4,CSF|RS.CO-5,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(b),ISO/IEC-27001|A.13.1.3,ITSG-33|AU-2,ITSG-33|AU-3,ITSG-33|AU-3(1),ITSG-33|AU-12,ITSG-33|SC-7,ITSG-33|SI-5,LEVEL|1A,NESA|M1.2.2,NESA|M5.5.1,NESA|T3.6.2,NESA|T4.5.4,NESA|T7.7.1,NIAv2|AM7,NIAv2|AM11a,NIAv2|AM11b,NIAv2|AM11c,NIAv2|AM11d,NIAv2|AM11e,NIAv2|AM34a,NIAv2|AM34b,NIAv2|AM34c,NIAv2|AM34d,NIAv2|AM34e,NIAv2|AM34f,NIAv2|AM34g,NIAv2|GS1,NIAv2|GS2a,NIAv2|GS2b,NIAv2|SS30,NIAv2|VL8,QCSC-v1|3.2,QCSC-v1|5.2.1,QCSC-v1|5.2.2,QCSC-v1|6.2,QCSC-v1|8.2.1,QCSC-v1|10.2.1,QCSC-v1|11.2,QCSC-v1|13.2,SWIFT-CSCv1|6.4,TBA-FIISB|43.1

Policy Value:
cmd: /usr/libexec/ApplicationFirewall/socketfilterfw --getloggingmode | /usr/bin/grep on | /usr/bin/awk '{print} END {if (NR == 0) print ""fail""}'
expect: Log mode is on

Actual Value:
The command '/usr/libexec/ApplicationFirewall/socketfilterfw --getloggingmode | /usr/bin/grep on | /usr/bin/awk '{print} END {if (NR == 0) print ""fail""}'' returned : 

Log mode is on"
"PASSED","""4.2 Ensure Show Wi-Fi status in Menu Bar Is Enabled - Show Wi-Fi status in menu bar"" : [PASSED]

The Wi-Fi status in the menu bar indicates if the system's wireless internet capabilities are enabled. If so, the system will scan for available wireless networks to connect to. At the time of this revision all computers Apple builds have wireless network capability, which has not always been the case. This control only pertains to systems that have a wireless NIC available. Operating systems running in a virtual environment may not score as expected either.

Rationale:

Enabling 'Show Wi-Fi status in menu bar' is a security awareness method that helps mitigate public area wireless exploits by making the user aware of their wireless connectivity status.

Impact:

The user of the system should have a quick check on their wireless network status available.

Solution:
Perform the following to enable Wi-Fi status in the menu bar:
Graphical Method:

Open System Preferences

Select Dock & Menu Bar

Select Wi-Fi

Set Show in Menu Bar

Terminal Method:
For each user, run the following to turn the Wi-Fi status on in the menu bar

$ sudo -u <username> defaults -currentHost write com.apple.controlcenter.plist WiFi -int 18

example:

$ sudo -u firstuser defaults -currentHost write com.apple.controlcenter.plist WiFi -int 18

Profile Method:

Create or edit a configuration profile with the PayLoadType of com.apple.controlcenter

Add the key WiFi

Set the key to <integer>18</integer>

Additional Information:

AirPort is Apple's marketing name for its 802.11b, g, and n wireless interfaces.

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.1.16,800-171|3.4.6,800-171|3.4.7,800-53|AC-18,800-53|CM-7,CSCv7|15.4,CSCv7|15.5,CSCv8|4.8,CSCv8|12.6,CSF|PR.IP-1,CSF|PR.PT-3,CSF|PR.PT-4,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(1),ITSG-33|AC-18,ITSG-33|CM-7,LEVEL|1A,NIAv2|SS15a,QCSC-v1|5.2.1,SWIFT-CSCv1|2.3

Policy Value:
PASSED"
"PASSED","""5.1.2 Ensure System Integrity Protection Status (SIPS) Is Enabled"" : [PASSED]

System Integrity Protection is a security feature introduced in OS X 10.11 El Capitan. System Integrity Protection restricts access to System domain locations and restricts runtime attachment to system processes. Any attempt to inspect or attach to a system process will fail. Kernel Extensions are now restricted to /Library/Extensions and are required to be signed with a Developer ID.

Rationale:

Running without System Integrity Protection on a production system runs the risk of the modification of system binaries or code injection of system processes that would otherwise be protected by SIP.

Impact:

System binaries and processes could become compromised.

Solution:
Perform the following to enable System Integrity Protection:

Reboot into the Recovery Partition (reboot and hold down Command + R)

Select Utilities

Select Terminal

Run the following command:

$ sudo /usr/bin/csrutil enable

Successfully enabled System Integrity Protection. Please restart the machine for the changes to take effect.



Reboot the computer

Note: You cannot enable System Integrity Protection from the booted operating system. If the remediation is attempted in the booted OS and not the Recovery Partition the output will give the error csrutil: failed to modify system integrity configuration. This tool needs to be executed from the Recovery OS.

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.4.2,800-171|3.4.9,800-53|CM-6b.,800-53|CM-11,CN-L3|8.1.10.6(d),CSCv7|2.6,CSCv8|2.3,CSCv8|2.6,CSCv8|10.5,CSF|DE.CM-3,CSF|PR.IP-1,GDPR|32.1.b,HIPAA|164.306(a)(1),ISO/IEC-27001|A.12.6.2,ITSG-33|CM-6b.,LEVEL|1A,NESA|T3.2.1,QCSC-v1|8.2.1,SWIFT-CSCv1|2.3,SWIFT-CSCv1|5.1

Policy Value:
cmd: /usr/bin/find /Applications -iname '*.app' -type d -perm -2 -ls | /usr/bin/awk '{print} END {if (NR == 0) print ""none""}'
expect: none

Actual Value:
The command '/usr/bin/find /Applications -iname '*.app' -type d -perm -2 -ls | /usr/bin/awk '{print} END {if (NR == 0) print ""none""}'' returned : 

none"
"PASSED","""5.1.3 Ensure Apple Mobile File Integrity Is Enabled"" : [PASSED]

Apple Mobile File Integrity was first released in macOS 10.12, the daemon and service block attempts to run unsigned code. AMFI uses lanchd, code signatures, certificates, entitlements, and provisioning profiles to create a filtered entitlement dictionary for an app. AMFI is the macOS kernel module that enforces code-signing and library validation.

Rationale:

Apple Mobile File Integrity (AMFI) validates that application code is validated.

Impact:

Applications could be compromised with malicious code.

Solution:
Run the following command to enable the Apple Mobile File Integrity service:

$ sudo /usr/sbin/nvram boot-args=''

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.4.9,800-53|CM-11,CSCv7|2.6,CSCv8|2.3,CSCv8|2.6,CSF|DE.CM-3,GDPR|32.1.b,HIPAA|164.306(a)(1),ISO/IEC-27001|A.12.6.2,LEVEL|1A,QCSC-v1|8.2.1,SWIFT-CSCv1|5.1

Policy Value:
cmd: /usr/sbin/nvram -p | /usr/bin/grep -c 'amfi_get_out_of_my_way=1'
expect: 0

Actual Value:
The command '/usr/sbin/nvram -p | /usr/bin/grep -c 'amfi_get_out_of_my_way=1'' returned : 

0"
"PASSED","""5.1.5 Ensure Sealed System Volume (SSV) Is Enabled"" : [PASSED]

Sealed System Volume is a security feature introduced in macOS 11.0 Big Sur.

During system installation, a SHA-256 cryptographic hash is calculated for all immutable system files and stored in a Merkle tree which itself is hashed as the Seal. Both are stored in the metadata of the snapshot created of the System volume.

The seal is verified by the boot loader at startup. macOS will not boot if system files have been tampered with. If validation fails, the user will be instructed to reinstall the operating system.

During read operations for files located in the Sealed System Volume, a hash is calculated and compared to the value stored in the Merkle tree.

Rationale:

Running without Sealed System Volume on a production system could run the risk of Apple software, that integrates directly with macOS, being modified.

Impact:

Apple Software that integrates with the operating system could become compromised.

Solution:
Perform the following to enable System Integrity Protection:

Reboot into the Recovery Partition (reboot and hold down Command + R)

Select an administrator's account and enter that account's password

Select Utilities

Select Terminal

Run the following command:

$ sudo /usr/bin/csrutil enable authenticated-root

Successfully enabled System authenticated root.
Restart the machine for the changes to take effect.



Reboot the computer

Note: You cannot enable Sealed System Volume from the booted operating system. If the remediation is attempted in the booted OS and not the Recovery Partition the output will give the error csrutil: This tool needs to be executed from Recovery OS.

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.5.2,800-53|IA-5(1),800-53|RA-2,CSCv7|13.6,CSCv7|14.8,CSCv8|3.6,CSCv8|3.11,CSF|ID.AM-5,CSF|ID.RA-4,CSF|ID.RA-5,CSF|PR.AC-1,GDPR|32.1.b,GDPR|32.1.d,HIPAA|164.306(a)(1),HIPAA|164.312(a)(2)(i),HIPAA|164.312(d),ITSG-33|IA-5(1),ITSG-33|RA-2,LEVEL|1A,NESA|M2.2.1,NESA|T1.3.1,NESA|T5.2.3,QCSC-v1|5.2.2,QCSC-v1|6.2,QCSC-v1|11.2,QCSC-v1|13.2,SWIFT-CSCv1|4.1

Policy Value:
cmd: /usr/bin/csrutil authenticated-root status
expect: Authenticated Root status: enabled

Actual Value:
The command '/usr/bin/csrutil authenticated-root status' returned : 

Authenticated Root status: enabled"
"PASSED","""5.1.6 Ensure Appropriate Permissions Are Enabled for System Wide Applications"" : [PASSED]

Applications in the System Applications Directory (/Applications) should be world executable since that is their reason to be on the system. They should not be world-writable and allow any process or user to alter them for other processes or users to then execute modified versions.

Rationale:

Unauthorized modifications of applications could lead to the execution of malicious code.

Impact:

Applications changed will no longer be world-writable.

Solution:
Run the following command to change the permissions for each application that does not meet the requirements:

$ sudo /bin/chmod -R o-w /Applications/<applicationname>

example:

$ sudo /bin/chmod -R o-w /Applications/Google Chrome.app/

$ sudo /usr/bin/find /Applications -iname '*.app' -type d -perm -2 -ls

922602        0 drwxr-xrwx    3 seconduser       admin                  96  8 Aug 04:32 /Applications/Google Chrome copy.app

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.1.1,800-171|3.8.1,800-171|3.8.2,800-171|3.8.3,800-53|AC-3,800-53|MP-2,CN-L3|8.1.4.2(f),CN-L3|8.1.4.11(b),CN-L3|8.1.10.2(c),CN-L3|8.5.3.1,CN-L3|8.5.4.1(a),CSCv7|14.6,CSCv8|3.3,CSF|PR.AC-4,CSF|PR.PT-2,CSF|PR.PT-3,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(1),ISO/IEC-27001|A.9.4.1,ISO/IEC-27001|A.9.4.5,ITSG-33|AC-3,ITSG-33|MP-2,ITSG-33|MP-2a.,LEVEL|1A,NESA|T1.3.2,NESA|T1.3.3,NESA|T1.4.1,NESA|T4.2.1,NESA|T5.4.4,NESA|T5.4.5,NESA|T5.5.4,NESA|T5.6.1,NESA|T7.5.2,NESA|T7.5.3,NIAv2|AM3,NIAv2|SS29,QCSC-v1|3.2,QCSC-v1|5.2.2,QCSC-v1|13.2,TBA-FIISB|31.1

Policy Value:
cmd: /usr/bin/find /Applications -iname '*.app' -type d -perm -2 -ls | /usr/bin/awk '{print} END {if (NR == 0) print ""none""}'
expect: none

Actual Value:
The command '/usr/bin/find /Applications -iname '*.app' -type d -perm -2 -ls | /usr/bin/awk '{print} END {if (NR == 0) print ""none""}'' returned : 

none"
"PASSED","""5.1.7 Ensure No World Writable Files Exist in the System Folder"" : [PASSED]

Software sometimes insists on being installed in the /System/Volumes/Data/System Directory and have inappropriate world-writable permissions.

Rationale:

Folders in /System/Volumes/Data/System should not be world-writable. The audit check excludes the 'Drop Box' folder that is part of Apple's default user template.

Solution:
Run the following command to set permissions so that folders are not world-writable in the /System folder:

$ sudo /bin/chmod -R o-w /Path/<baddirectory>

example:

$ sudo /bin/chmod -R o-w /System/Volumes/Data/System/Library/baddir

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.1.1,800-171|3.8.1,800-171|3.8.2,800-171|3.8.3,800-53|AC-3,800-53|MP-2,CN-L3|8.1.4.2(f),CN-L3|8.1.4.11(b),CN-L3|8.1.10.2(c),CN-L3|8.5.3.1,CN-L3|8.5.4.1(a),CSCv7|14.6,CSCv8|3.3,CSF|PR.AC-4,CSF|PR.PT-2,CSF|PR.PT-3,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(1),ISO/IEC-27001|A.9.4.1,ISO/IEC-27001|A.9.4.5,ITSG-33|AC-3,ITSG-33|MP-2,ITSG-33|MP-2a.,LEVEL|1A,NESA|T1.3.2,NESA|T1.3.3,NESA|T1.4.1,NESA|T4.2.1,NESA|T5.4.4,NESA|T5.4.5,NESA|T5.5.4,NESA|T5.6.1,NESA|T7.5.2,NESA|T7.5.3,NIAv2|AM3,NIAv2|SS29,QCSC-v1|3.2,QCSC-v1|5.2.2,QCSC-v1|13.2,TBA-FIISB|31.1

Policy Value:
cmd: /usr/bin/find /System/Volumes/Data/System -type d -perm -2 -ls | /usr/bin/grep -v 'Public/Drop Box' | /usr/bin/awk '{print} END {if (NR == 0) print ""none""}'
expect: none

Actual Value:
The command '/usr/bin/find /System/Volumes/Data/System -type d -perm -2 -ls | /usr/bin/grep -v 'Public/Drop Box' | /usr/bin/awk '{print} END {if (NR == 0) print ""none""}'' returned : 

none"
"PASSED","""5.4 Ensure a Separate Timestamp Is Enabled for Each User/tty Combo"" : [PASSED]

Using tty tickets ensures that a user must enter the sudo password in each Terminal session.

With sudo versions 1.8 and higher, introduced in 10.12, the default value is to have tty tickets for each interface so that root access is limited to a specific terminal. The default configuration can be overwritten or not configured correctly on earlier versions of macOS.

Rationale:

In combination with removing the sudo timeout grace period, a further mitigation should be in place to reduce the possibility of a background process using elevated rights when a user elevates to root in an explicit context or tty.

Additional mitigation should be in place to reduce the risk of privilege escalation of background processes.

Impact:

This control should have no user impact. Developers or installers may have issues if background processes are spawned with different interfaces than where sudo was executed.

Solution:
Edit the /etc/sudoers file with visudo and remove !tty_tickets from any Defaults line. If there is a Default line of timestamp_type= with a value other than tty, change the value to tty
If there is a file in the /etc/sudoers.d/ folder that contains Defaults !tty_tickets, edit the file and remove !tty_tickets from any Defaults line. If there is a file /etc/sudoers.d/ folder that contains a Default line of timestamp_type= with a value other than tty, change the value to tty

Default Value:

If no value is set, the default value of tty_tickets enabled will be used.

Additional Information:

https://github.com/jorangreef/sudo-prompt/issues/33

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.1.1,800-171|3.1.10,800-53|AC-2(5),800-53|AC-11,CN-L3|7.1.3.2(d),CN-L3|8.1.4.1(b),CSCv7|16.11,CSCv8|4.3,CSF|PR.AC-1,CSF|PR.AC-4,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(1),HIPAA|164.312(a)(2)(iii),ISO/IEC-27001|A.9.2.1,ISO/IEC-27001|A.11.2.8,ITSG-33|AC-2(5),ITSG-33|AC-11,LEVEL|1A,NIAv2|AM23c,NIAv2|AM23d,NIAv2|AM28,NIAv2|NS5j,NIAv2|SS14e,QCSC-v1|5.2.2,QCSC-v1|8.2.1,QCSC-v1|13.2,QCSC-v1|15.2,TBA-FIISB|36.2.1,TBA-FIISB|37.1.4

Policy Value:
expect: ^[\s]*Defaults[\s]+!tty_tickets
file: /etc/sudoers
regex: ^[\s]*Defaults[\s]+!tty_tickets

Actual Value:
The file ""/etc/sudoers"" does not contain ""^[\s]*Defaults[\s]+!tty_tickets"""
"PASSED","""5.7 Ensure Automatic Login Is Disabled"" : [PASSED]

The automatic login feature saves a user's system access credentials and bypasses the login screen. Instead, the system automatically loads to the user's desktop screen.

Rationale:

Disabling automatic login decreases the likelihood of an unauthorized person gaining access to a system.

Impact:

If automatic login is not disabled an unauthorized user could gain access to the system without supplying any credentials.

Solution:
Perform the following to set automatic login to off:
Graphical Method:

Open System Preferences

Select Users & Groups

Click the lock to authenticate

Select Login Options

Select Automatic login and set it to Off

Terminal Method:
Run the following command to disable automatic login:

$ sudo /usr/bin/defaults delete /Library/Preferences/com.apple.loginwindow autoLoginUser

Profile Method:

Create or edit a configuration profile with the PayLoadType of com.apple.loginwindow

Add the key com.apple.login.mcx.DisableAutoLoginClient

Set the key to <true/>

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.5.2,800-53|IA-5,CSCv7|4.2,CSCv8|4.7,CSF|PR.AC-1,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(2)(i),HIPAA|164.312(d),ITSG-33|IA-5,LEVEL|1A,NESA|T5.2.3,QCSC-v1|5.2.2,QCSC-v1|13.2

Policy Value:
cmd: /usr/bin/defaults read /Library/Preferences/com.apple.loginwindow autoLoginUser | /usr/bin/awk '{print} END {if (NR == 0) print ""none""}'
expect: none

Actual Value:
The command '/usr/bin/defaults read /Library/Preferences/com.apple.loginwindow autoLoginUser | /usr/bin/awk '{print} END {if (NR == 0) print ""none""}'' returned : 

2022-10-20 09:05:27.631 defaults[4067:77824] 
The domain/default pair of (/Library/Preferences/com.apple.loginwindow, autoLoginUser) does not exist
none"
"PASSED","""5.11 Ensure an administrator account cannot login to another user's active and locked session"" : [PASSED]

macOS has a privilege that can be granted to any user that will allow that user to unlock active user's sessions.

Rationale:

Disabling the admins and/or user's ability to log into another user's active and locked session prevents unauthorized persons from viewing potentially sensitive and/or personal information.

Impact:

While Fast user switching is a workaround for some lab environments especially where there is even less of an expectation of privacy this setting change may impact some maintenance workflows.

Solution:
Run the following command to disable a user logging into another user's active and/or locked session:

$ sudo security authorizationdb write system.login.screensaver use-login-window-ui

YES (0)

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.1.1,800-171|3.1.10,800-53|AC-2(5),800-53|AC-11,CN-L3|7.1.3.2(d),CN-L3|8.1.4.1(b),CSCv7|16.11,CSCv8|4.3,CSF|PR.AC-1,CSF|PR.AC-4,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(1),HIPAA|164.312(a)(2)(iii),ISO/IEC-27001|A.9.2.1,ISO/IEC-27001|A.11.2.8,ITSG-33|AC-2(5),ITSG-33|AC-11,LEVEL|1A,NIAv2|AM23c,NIAv2|AM23d,NIAv2|AM28,NIAv2|NS5j,NIAv2|SS14e,QCSC-v1|5.2.2,QCSC-v1|8.2.1,QCSC-v1|13.2,QCSC-v1|15.2,TBA-FIISB|36.2.1,TBA-FIISB|37.1.4

Policy Value:
cmd: /usr/bin/security authorizationdb read system.login.screensaver 2>&1 | /usr/bin/grep -c use-login-window-ui
expect: 1

Actual Value:
The command '/usr/bin/security authorizationdb read system.login.screensaver 2>&1 | /usr/bin/grep -c use-login-window-ui' returned : 

1"
"PASSED","""5.14 Do not enter a password-related hint"" : [PASSED]

Password hints help the user recall their passwords for various systems and/or accounts. In most cases, password hints are simple and closely related to the user's password.

Rationale:

Password hints that are closely related to the user's password are a security vulnerability, especially in the social media age. Unauthorized users are more likely to guess a user's password if there is a password hint. The password hint is very susceptible to social engineering attacks and information exposure on social media networks.

Solution:
Perform the following to remove a user's password hint:
Graphical Method:

Open System Preferences

Select Users & Groups

Select the Current User

Select Change Password

Change the password and ensure that no text is entered in the Password hint box

Terminal Method:
Run the following command to remove a user's password hint:

$ sudo dscl . -delete /Users/<username> hint

example:

$ sudo dscl . -delete /Users/firstuser hint

$ sudo dscl . -delete /Users/seconduser hint

Additional Information:

Organizations might consider entering an organizational help desk phone number or other text (such as a warning to the user). A help desk number is only appropriate for organizations with trained help desk personnel that are validating user identities for password resets.

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.5.2,800-53|IA-5(1),CSCv7|4.4,CSCv8|5.2,CSF|PR.AC-1,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(2)(i),HIPAA|164.312(d),ITSG-33|IA-5(1),LEVEL|1A,NESA|T5.2.3,QCSC-v1|5.2.2,QCSC-v1|13.2,SWIFT-CSCv1|4.1

Policy Value:
cmd: /usr/bin/dscl . -list /Users hint | /usr/bin/awk '{ if ($2) print $0"" - fail"" }' | /usr/bin/awk '{print} END {if (NR == 0) print ""pass"";}'
expect: ^pass$

Actual Value:
The command '/usr/bin/dscl . -list /Users hint | /usr/bin/awk '{ if ($2) print $0"" - fail"" }' | /usr/bin/awk '{print} END {if (NR == 0) print ""pass"";}'' returned : 

pass"
